date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:10:15	72098/72098	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/index-map.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/index-map.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:16	74065/74065	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/index-slider.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/index-slider.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:18	52041/52041	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/index-bg-video.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/index-bg-video.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:18	280/280	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20May%202024%2015:10:17%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/properties.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/properties.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:19	34948/34948	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/about.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/about.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:20	31885/31885	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/services.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/services.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:21	41524/41524	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/pricing.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/pricing.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:21	40736/40736	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/career.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/career.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:22	39428/39428	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/advertising.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/advertising.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:22	29707/29707	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/contact-us.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/contact-us.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:23	43775/43775	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/blog.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/blog.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:23	49490/49490	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/blog-detail.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/blog-detail.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:24	58727/58727	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/post-a-job.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/post-a-job.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:24	33781/33781	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/faqs.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/faqs.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:25	30287/30287	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/browse-categories.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/browse-categories.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:25	28231/28231	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/browse-locations.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/browse-locations.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:25	23750/23750	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/login.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/login.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:26	26769/26769	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/register.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/register.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:26	3709/3709	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/coming-soon.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/coming-soon.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:28	23568/23568	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/404-error.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/404-error.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:29	27147/27147	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/terms-and-conditions.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/terms-and-conditions.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:29	49343/49343	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/job-grid.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/job-grid.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:31	48752/48752	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/job-listing.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/job-listing.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:32	47371/47371	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/job-masonry.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/job-masonry.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:33	41721/41721	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/job-detail.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/job-detail.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:34	48205/48205	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/job-listing-map.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/job-listing-map.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:36	50269/50269	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/employer-grid.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/employer-grid.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:37	46804/46804	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/employer-listing.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/employer-listing.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:38	48694/48694	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/employer-masonry.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/employer-masonry.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:39	40582/40582	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/employer-detail.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/employer-detail.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:40	46366/46366	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/employer-listing-map.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/employer-listing-map.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:40	34131/34131	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/dashboard-employer.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/dashboard-employer.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:41	30100/30100	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/dashboard-employer-my-profile.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/dashboard-employer-my-profile.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:41	24982/24982	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/dashboard-employer-change-password.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/dashboard-employer-change-password.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:41	35348/35348	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/dashboard-employer-manage-candidates.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/dashboard-employer-manage-candidates.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:43	29739/29739	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/dashboard-employer-manage-jobs.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/dashboard-employer-manage-jobs.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:44	29902/29902	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/dashboard-employer-post-new-job.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/dashboard-employer-post-new-job.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:44	26765/26765	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/dashboard-employer-pricing.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/dashboard-employer-pricing.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:45	51728/51728	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/candidates-grid.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/candidates-grid.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:46	52404/52404	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/candidates-listing.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/candidates-listing.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:48	50035/50035	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/candidates-masonry.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/candidates-masonry.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:49	41850/41850	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/candidate-detail.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/candidate-detail.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:51	52337/52337	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/candidates-listing-map.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/candidates-listing-map.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:52	35943/35943	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/dashboard-candidates.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/dashboard-candidates.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:53	31003/31003	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/dashboard-candidates-my-profile.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/dashboard-candidates-my-profile.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:53	25384/25384	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/dashboard-candidates-change-password.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/dashboard-candidates-change-password.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:54	66637/66637	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/dashboard-candidates-my-resume.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/dashboard-candidates-my-resume.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:56	29992/29992	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/dashboard-candidates-manage-jobs.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/dashboard-candidates-manage-jobs.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:57	32757/32757	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/dashboard-candidates-saved-jobs.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/dashboard-candidates-saved-jobs.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:57	27709/27709	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/dashboard-candidates-pricing.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/dashboard-candidates-pricing.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:10:58	11946/11946	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Mar%202022%2005:48:36%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/my-resume.html	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/my-resume.html	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:11:00	42231/42231	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jul%202021%2011:34:00%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/images/avatar/04.jpg	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/images/avatar/04.jpg	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:11:00	24045/24045	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jul%202021%2011:33:59%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/images/avatar/01.jpg	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/images/avatar/01.jpg	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:11:01	32895/32895	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jul%202021%2011:34:00%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/images/avatar/05.jpg	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/images/avatar/05.jpg	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:11:01	34832/34832	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jul%202021%2011:34:01%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/images/avatar/08.jpg	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/images/avatar/08.jpg	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:11:01	29525/29525	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jul%202021%2011:34:01%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/images/avatar/06.jpg	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/images/avatar/06.jpg	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:11:01	44236/44236	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jul%202021%2011:33:59%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/images/avatar/02.jpg	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/images/avatar/02.jpg	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:11:02	1068/1068	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2015%20Jul%202021%2011:34:30%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/images/svg/10.svg	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/images/svg/10.svg	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:11:02	2529/2529	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2015%20Jul%202021%2011:34:28%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/images/svg/02.svg	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/images/svg/02.svg	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:11:02	1087/1087	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2015%20Jul%202021%2011:34:29%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/images/svg/06.svg	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/images/svg/06.svg	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:11:03	944/944	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2015%20Jul%202021%2011:34:31%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/images/svg/11.svg	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/images/svg/11.svg	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
17:11:03	2599/2599	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2015%20Jul%202021%2011:34:31%20GMT	https://themes.potenzaglobalsolutions.com/html/jobster/images/svg/12.svg	D:/Trabalho/Projectos/TemplateRecrutamento/themes.potenzaglobalsolutions.com/html/jobster/images/svg/12.svg	(from https://themes.potenzaglobalsolutions.com/html/jobster/index.html)
